korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
나이,nai,Alter,A1,Nomen,나이가 어떻게 되세요?,Wie alt sind Sie?,Person,a1_self_intro,2,false,age,Noun,How old are you?,vocab_a1_0011
나라,nara,Land,A1,Nomen,어느 나라 사람이에요?,Aus welchem Land kommst du?,Geographie,a1_misc_1,1,false,country,Noun,Which country are you from?,vocab_a1_0012
학생,haksaeng,Student/Schüler,A1,Nomen,저는 학생이에요.,Ich bin Student.,Person,a1_self_intro,3,false,student / pupil,Noun,I'm a student.,vocab_a1_0013
선생님,seonsaengnim,Lehrer/in,A1,Nomen,"선생님, 안녕하세요.","Hallo!",Person,a1_self_intro,4,false,teacher,Noun,"Hi!",vocab_a1_0014
친구,chingu,Freund/Freundin,A1,Nomen,이 사람 제 친구예요.,Das ist mein Freund.,Beziehungen,a1_family_1,1,false,friend,Noun,This is my friend.,vocab_a1_0015
남자친구,namjachingu,Freund (Beziehung),A1,Nomen,남자친구가 있어요.,Ich habe einen Freund.,Beziehungen,a1_family_1,2,false,boyfriend,Noun,I have a boyfriend.,vocab_a1_0016
여자친구,yeojachingu,Freundin (Beziehung),A1,Nomen,여자친구가 있어요.,Ich habe eine Freundin.,Beziehungen,a1_family_1,3,false,girlfriend,Noun,I have a girlfriend.,vocab_a1_0017
가족,gajok,Familie,A1,Nomen,저희 가족은 네 명이에요.,In meiner Familie sind wir zu viert.,Familie,a1_family_1,4,false,family,Noun,There are four of us in my family.,vocab_a1_0018
집,jip,Haus / Zuhause,A1,Nomen,집에 가요.,Ich gehe nach Hause.,Alltag,a1_daily_1,4,false,house / home,Noun,I'm going home.,vocab_a1_0019
학교,hakgyo,Schule,A1,Nomen,학교에 가요.,Ich gehe zur Schule.,Bildung,a1_misc_1,2,false,school,Noun,I go to school.,vocab_a1_0020
물,mul,Wasser,A1,Nomen,물 주세요.,Wasser bitte.,Essen & Trinken,a1_food_1,1,false,water,Noun,"Water, please.",vocab_a1_0021
밥,bap,Reis / Mahlzeit,A1,Nomen,밥 먹었어요?,Hast du gegessen?,Essen & Trinken,a1_food_1,2,false,rice / meal,Noun,Have you eaten?,vocab_a1_0022
커피,keopi,Kaffee,A1,Nomen,커피 마셔요.,Ich trinke Kaffee.,Essen & Trinken,a1_food_1,3,false,coffee,Noun,I drink coffee.,vocab_a1_0023
빵,ppang,Brot,A1,Nomen,빵을 먹어요.,Ich esse Brot.,Essen & Trinken,a1_food_1,4,false,bread,Noun,I eat bread.,vocab_a1_0024
책,chaek,Buch,A1,Nomen,책을 읽어요.,Ich lese ein Buch.,Bildung,a1_misc_1,3,false,book,Noun,I read a book.,vocab_a1_0025
핸드폰,haendeupon,Handy,A1,Nomen,핸드폰이 있어요?,Hast du ein Handy?,Technologie,a1_misc_1,4,false,cellphone,Noun,Do you have a cellphone?,vocab_a1_0026
버스,beoseu,Bus,A1,Nomen,버스를 타요.,Ich nehme den Bus.,Verkehr,a1_transport,1,false,bus,Noun,I take the bus.,vocab_a1_0027
지하철,jihacheol,U-Bahn,A1,Nomen,지하철역이 어디예요?,Wo ist die U-Bahn-Station?,Verkehr,a1_transport,2,false,subway,Noun,Where is the subway station?,vocab_a1_0028
오늘,oneul,heute,A1,Adverb,오늘 뭐 해요?,Was machst du heute?,Zeit,a1_time_1,1,false,today,Adverb,What are you doing today?,vocab_a1_0029
내일,naeil,morgen,A1,Adverb,내일 만나요.,Wir treffen uns morgen.,Zeit,a1_time_1,2,false,tomorrow,Adverb,See you tomorrow.,vocab_a1_0030
어제,eoje,gestern,A1,Adverb,어제 어디 갔어요?,Wo bist du gestern hingegangen?,Zeit,a1_time_1,3,false,yesterday,Adverb,Where did you go yesterday?,vocab_a1_0031
아버지,abeoji,Vater (formell),A1,Nomen,아버지가 집에 있어요.,Mein Vater ist zu Hause.,Familie,a1_family_1,5,false,father (formal),Noun,My father is at home.,vocab_a1_0032
어머니,eomeoni,Mutter (formell),A1,Nomen,어머니한테 전화해요.,Ich rufe meine Mutter an.,Familie,a1_family_1,6,false,mother (formal),Noun,I call my mother.,vocab_a1_0033
아빠,appa,Papa (informell),A1,Nomen,아빠 사랑해요.,"Ich liebe dich, Papa.",Familie,a1_family_1,7,false,dad (informal),Noun,"I love you, Dad.",vocab_a1_0034
엄마,eomma,Mama (informell),A1,Nomen,엄마 어디 있어요?,"Wo bist du, Mama?",Familie,a1_family_1,8,true,mom (informal),Noun,"Where are you, Mom?",vocab_a1_0035
형,hyeong,älterer Bruder (Sicht des Mannes),A1,Nomen,우리 형은 요리를 잘해요.,Mein älterer Bruder kocht gut.,Familie,a1_family_1,9,true,older brother (for a male),Noun,My older brother cooks well.,vocab_a1_0036
오빠,oppa,älterer Bruder (Sicht der Frau),A1,Nomen,우리 오빠 정말 착해요.,Mein älterer Bruder ist wirklich nett.,Familie,a1_family_2,1,false,older brother (for a female),Noun,My older brother is really nice.,vocab_a1_0037
누나,nuna,ältere Schwester (Sicht des Mannes),A1,Nomen,우리 누나 진짜 예뻐요.,Meine ältere Schwester ist echt hübsch.,Familie,a1_family_2,2,false,older sister (for a male),Noun,My older sister is really pretty.,vocab_a1_0038
언니,eonni,ältere Schwester (Sicht der Frau),A1,Nomen,언니랑 같이 가요.,Ich gehe mit meiner Schwester.,Familie,a1_family_2,3,false,older sister (for a female),Noun,I'm going with my older sister.,vocab_a1_0039
남동생,namdongsaeng,jüngerer Bruder,A1,Nomen,남동생은 학생이에요.,Mein jüngerer Bruder ist Schüler.,Familie,a1_family_2,4,false,younger brother,Noun,My younger brother is a student.,vocab_a1_0040
여동생,yeodongsaeng,jüngere Schwester,A1,Nomen,제 여동생이 정말 귀여워요.,Meine jüngere Schwester ist wirklich süß.,Familie,a1_family_2,5,false,younger sister,Noun,My younger sister is really cute.,vocab_a1_0041
남편,nampyeon,Ehemann,A1,Nomen,우리 남편은 요리를 잘해요.,Mein Mann kocht gut.,Familie,a1_family_2,6,false,husband,Noun,My husband cooks well.,vocab_a1_0042
아내,anae,Ehefrau,A1,Nomen,제 아내는 회사에 다녀요.,Meine Frau arbeitet in einer Firma.,Familie,a1_family_2,7,false,wife,Noun,My wife works at a company.,vocab_a1_0043
머리,meori,Kopf / Haare,A1,Nomen,머리가 아파요.,Mein Kopf tut weh.,Körper,a1_body,1,false,head / hair,Noun,My head hurts.,vocab_a1_0044
눈,nun,Auge,A1,Nomen,오늘 눈이 좀 피곤하네요.,Meine Augen sind heute etwas müde.,Körper,a1_body,2,false,eye,Noun,My eyes are a bit tired today.,vocab_a1_0045
코,ko,Nase,A1,Nomen,코가 아파요.,Meine Nase tut weh.,Körper,a1_body,3,false,nose,Noun,My nose hurts.,vocab_a1_0046
입,ip,Mund,A1,Nomen,입을 열어요.,Öffne den Mund.,Körper,a1_body,4,false,mouth,Noun,Open your mouth.,vocab_a1_0047
귀,gwi,Ohr,A1,Nomen,귀가 좀 아파요.,Mein Ohr tut ein bisschen weh.,Körper,a1_body,5,false,ear,Noun,My ear hurts a bit.,vocab_a1_0048
손,son,Hand,A1,Nomen,손을 씻어요.,Ich wasche meine Hände.,Körper,a1_body,6,false,hand,Noun,I wash my hands.,vocab_a1_0049
발,bal,Fuß,A1,Nomen,발이 아파요.,Mein Fuß tut weh.,Körper,a1_body,7,false,foot,Noun,My foot hurts.,vocab_a1_0050
다리,dari,Bein,A1,Nomen,다리가 길어요.,Die Beine sind lang.,Körper,a1_body,8,false,leg,Noun,The legs are long.,vocab_a1_0051
몸,mom,Körper / Leib,A1,Nomen,몸이 좀 안 좋아요.,Ich fühle mich nicht so wohl.,Körper,a1_body,9,true,body,Noun,I'm not feeling so well.,vocab_a1_0052
빨간색,ppalgan saek,rot,A1,Nomen,저는 빨간색을 제일 좋아해요.,Ich mag Rot am liebsten.,Farben,a1_colors,1,false,red,Noun,I like red the most.,vocab_a1_0053
파란색,paran saek,blau,A1,Nomen,오늘 하늘이 정말 파래요.,Der Himmel ist heute richtig blau.,Farben,a1_colors,2,false,blue,Noun,The sky is really blue today.,vocab_a1_0054
초록색,chorok saek,grün,A1,Nomen,이 초록색 옷이 예뻐요.,Dieses grüne Outfit ist hübsch.,Farben,a1_colors,3,false,green,Noun,This green outfit is pretty.,vocab_a1_0055
노란색,noran saek,gelb,A1,Nomen,노란색 우산을 새로 샀어요.,Ich habe einen neuen gelben Regenschirm gekauft.,Farben,a1_colors,4,false,yellow,Noun,I bought a new yellow umbrella.,vocab_a1_0056
흰색,hinsaek,weiß,A1,Nomen,흰색 옷을 입어요.,Ich trage weiße Kleidung.,Farben,a1_colors,5,true,white,Noun,I wear white clothes.,vocab_a1_0057
검은색,geomeun saek,schwarz,A1,Nomen,검은색 가방이에요.,Das ist eine schwarze Tasche.,Farben,a1_colors,6,true,black,Noun,That's a black bag.,vocab_a1_0058
고기,gogi,Fleisch,A1,Nomen,고기를 먹어요.,Ich esse Fleisch.,Essen & Trinken,a1_food_1,5,false,meat,Noun,I eat meat.,vocab_a1_0059
생선,saengseon,Fisch (als Essen),A1,Nomen,생선을 좋아해요?,Magst du Fisch?,Essen & Trinken,a1_food_1,6,false,fish (as food),Noun,Do you like fish?,vocab_a1_0060
채소,chaeso,Gemüse,A1,Nomen,채소를 많이 먹어요.,Ich esse viel Gemüse.,Essen & Trinken,a1_food_1,7,false,vegetable,Noun,I eat a lot of vegetables.,vocab_a1_0061
과일,gwail,Obst,A1,Nomen,과일이 맛있어요.,Das Obst ist lecker.,Essen & Trinken,a1_food_1,8,true,fruit,Noun,The fruit is delicious.,vocab_a1_0062
라면,ramyeon,Ramen / Instant-Nudeln,A1,Nomen,오늘 저녁은 라면 어때요?,Wie wäre es heute Abend mit Ramen?,Essen & Trinken,a1_food_1,9,true,ramen / instant noodles,Noun,How about ramen for dinner tonight?,vocab_a1_0063
김치,kimchi,Kimchi (fermentierter Kohl),A1,Nomen,김치가 매워요.,Kimchi ist scharf.,Essen & Trinken,a1_food_2,1,false,kimchi (fermented cabbage),Noun,Kimchi is spicy.,vocab_a1_0064
사과,sagwa,Apfel,A1,Nomen,매일 아침 사과 하나 먹어요.,Ich esse jeden Morgen einen Apfel.,Essen & Trinken,a1_food_2,2,false,apple,Noun,I eat an apple every morning.,vocab_a1_0065
계란,gyeran,Ei,A1,Nomen,아침에 계란 두 개 먹었어요.,Ich habe heute Morgen zwei Eier gegessen.,Essen & Trinken,a1_food_2,3,false,egg,Noun,I ate two eggs this morning.,vocab_a1_0066
차,cha,Tee,A1,Nomen,자기 전에 따뜻한 차 마셔요.,Vor dem Schlafengehen trinke ich warmen Tee.,Essen & Trinken,a1_food_2,4,false,tea,Noun,I drink warm tea before bed.,vocab_a1_0067
화장실,hwajangsil,Toilette / Badezimmer,A1,Nomen,화장실이 어디예요?,Wo ist die Toilette?,Alltag,a1_daily_1,5,false,toilet / bathroom,Noun,Where is the bathroom?,vocab_a1_0068
편의점,pyeonijeom,Convenience Store,A1,Nomen,편의점에서 사요.,Ich kaufe im Convenience Store.,Alltag,a1_daily_1,6,false,convenience store,Noun,I buy it at the convenience store.,vocab_a1_0069
공원,gongwon,Park,A1,Nomen,공원에서 산책해요.,Ich gehe im Park spazieren.,Freizeit,a1_misc_1,5,false,park,Noun,I take a walk in the park.,vocab_a1_0070
도서관,doseogwan,Bibliothek,A1,Nomen,도서관에서 공부해요.,Ich lerne in der Bibliothek.,Bildung,a1_misc_1,6,false,library,Noun,I study at the library.,vocab_a1_0071
방,bang,Zimmer / Raum,A1,Nomen,제 방이 작아요.,Mein Zimmer ist klein.,Alltag,a1_daily_1,7,false,room,Noun,My room is small.,vocab_a1_0072
침대,chimdae,Bett,A1,Nomen,침대에서 자요.,Ich schlafe im Bett.,Alltag,a1_daily_1,8,true,bed,Noun,I sleep in the bed.,vocab_a1_0073
의자,uija,Stuhl,A1,Nomen,의자에 앉아요.,Ich sitze auf dem Stuhl.,Alltag,a1_daily_1,9,true,chair,Noun,I sit on the chair.,vocab_a1_0074
문,mun,Tür,A1,Nomen,문을 열어요.,Ich öffne die Tür.,Alltag,a1_daily_2,1,false,door,Noun,I open the door.,vocab_a1_0075
옷,ot,Kleidung,A1,Nomen,새 옷을 샀어요.,Ich habe neue Kleidung gekauft.,Alltag,a1_daily_2,2,false,clothes,Noun,I bought new clothes.,vocab_a1_0076
지금,jigeum,jetzt / gerade,A1,Adverb,지금 뭐 해요?,Was machst du gerade?,Zeit,a1_time_1,4,false,now / right now,Adverb,What are you doing now?,vocab_a1_0077
아침,achim,Morgen / Frühstück,A1,Nomen,아침을 먹어요.,Ich esse Frühstück.,Zeit,a1_time_1,5,false,morning / breakfast,Noun,I eat breakfast.,vocab_a1_0078
점심,jeomsim,Mittag / Mittagessen,A1,Nomen,점심 같이 먹어요.,Lass uns zusammen Mittagessen.,Zeit,a1_time_1,6,false,noon / lunch,Noun,Let's have lunch together.,vocab_a1_0079
저녁,jeonyeok,Abend / Abendessen,A1,Nomen,저녁에 운동해요.,Ich mache abends Sport.,Zeit,a1_time_1,7,false,evening / dinner,Noun,I exercise in the evening.,vocab_a1_0080
밤,bam,Nacht,A1,Nomen,요즘 밤에 늦게 자요.,Zurzeit gehe ich nachts spät ins Bett.,Zeit,a1_time_1,8,true,night,Noun,These days I go to bed late at night.,vocab_a1_0081
주말,jumal,Wochenende,A1,Nomen,주말에 뭐 해요?,Was machst du am Wochenende?,Zeit,a1_time_1,9,true,weekend,Noun,What do you do on the weekend?,vocab_a1_0082
매일,maeil,jeden Tag / täglich,A1,Adverb,저는 매일 아침 운동해요.,Ich mache jeden Morgen Sport.,Zeit,a1_time_2,1,false,every day / daily,Adverb,I exercise every morning.,vocab_a1_0083
항상,hangsang,immer,A1,Adverb,항상 도와주셔서 감사해요.,"Danke, dass Sie mir immer helfen.",Alltag,a1_daily_2,3,false,always,Adverb,Thank you for always helping me.,vocab_a1_0084
가끔,gakkeum,manchmal / gelegentlich,A1,Adverb,가끔 영화를 봐요.,Ich schaue manchmal Filme.,Alltag,a1_daily_2,4,false,sometimes / occasionally,Adverb,I sometimes watch movies.,vocab_a1_0085
빨리,ppalli,schnell / beeile dich,A1,Adverb,"늦었어요, 빨리 가요!","Wir sind spät dran, gehen wir schnell!",Alltag,a1_daily_2,5,false,quickly / hurry up,Adverb,"We're late, let's hurry!",vocab_a1_0086
가다,gada,gehen,A1,Verb,학교에 가요.,Ich gehe zur Schule.,Bewegung,a1_transport,3,true,to go,Verb,I go to school.,vocab_a1_0087
오다,oda,kommen,A1,Verb,집에 와요.,Ich komme nach Hause.,Bewegung,a1_transport,4,true,to come,Verb,I come home.,vocab_a1_0088
먹다,meokda,essen,A1,Verb,밥을 먹어요.,Ich esse Reis.,Essen & Trinken,a1_food_2,5,false,to eat,Verb,I eat rice.,vocab_a1_0089
마시다,masida,trinken,A1,Verb,커피를 마셔요.,Ich trinke Kaffee.,Essen & Trinken,a1_food_2,6,false,to drink,Verb,I drink coffee.,vocab_a1_0090
있다,itda,sein / haben (existieren),A1,Verb,집에 있어요.,Ich bin zu Hause.,Alltag,a1_daily_2,6,false,to be / to have (to exist),Verb,I'm at home.,vocab_a1_0091
없다,eopda,nicht haben / nicht sein,A1,Verb,시간이 없어요.,Ich habe keine Zeit.,Alltag,a1_daily_2,7,false,to not have / to not exist,Verb,I have no time.,vocab_a1_0092
하다,hada,machen / tun,A1,Verb,뭐 해요?,Was machst du?,Alltag,a1_daily_2,8,true,to do,Verb,What are you doing?,vocab_a1_0093
보다,boda,sehen / schauen,A1,Verb,TV를 봐요.,Ich schaue fern.,Freizeit,a1_misc_1,7,false,to see / to watch,Verb,I watch TV.,vocab_a1_0094
듣다,deutda,hören,A1,Verb,음악을 들어요.,Ich höre Musik.,Freizeit,a1_misc_1,8,false,to listen / to hear,Verb,I listen to music.,vocab_a1_0095
읽다,ikda,lesen,A1,Verb,책을 읽어요.,Ich lese ein Buch.,Bildung,a1_misc_1,9,true,to read,Verb,I read a book.,vocab_a1_0096
자다,jada,schlafen,A1,Verb,일찍 자요.,Ich schlafe früh.,Alltag,a1_daily_2,9,true,to sleep,Verb,I sleep early.,vocab_a1_0097
만나다,mannada,treffen,A1,Verb,친구를 만나요.,Ich treffe einen Freund.,Beziehungen,a1_family_2,8,true,to meet,Verb,I meet a friend.,vocab_a1_0098
좋아하다,joahada,mögen / gerne haben,A1,Verb,한국어를 좋아해요.,Ich mag Koreanisch.,Gefühle,a1_misc_1,10,true,to like,Verb,I like Korean.,vocab_a1_0099
싫어하다,sireohada,nicht mögen / ablehnen,A1,Verb,저는 매운 거 진짜 싫어해요.,Ich mag scharfes Essen wirklich nicht.,Gefühle,a1_misc_2,1,false,to dislike,Verb,I really hate spicy food.,vocab_a1_0100
사랑하다,saranghada,lieben,A1,Verb,우리 가족을 정말 사랑해요.,Ich liebe meine Familie sehr.,Gefühle,a1_misc_2,2,false,to love,Verb,I really love my family.,vocab_a1_0101
사다,sada,kaufen,A1,Verb,옷을 사요.,Ich kaufe Kleidung.,Einkaufen,a1_misc_2,3,false,to buy,Verb,I buy clothes.,vocab_a1_0102
말하다,malhada,sprechen / sagen,A1,Verb,한국어로 말해요.,Ich spreche auf Koreanisch.,Kommunikation,a1_misc_2,4,false,to speak / to say,Verb,I speak in Korean.,vocab_a1_0103
쓰다,sseuda,schreiben / benutzen,A1,Verb,편지를 써요.,Ich schreibe einen Brief.,Bildung,a1_misc_2,5,false,to write / to use,Verb,I write a letter.,vocab_a1_0104
알다,alda,wissen / kennen,A1,Verb,그건 저도 알아요.,Das weiß ich auch.,Alltag,a1_daily_3,1,false,to know,Verb,I know that too.,vocab_a1_0105
모르다,moreuda,nicht wissen,A1,Verb,"죄송해요, 잘 몰라요.","Tut mir leid, das weiß ich nicht genau.",Alltag,a1_daily_3,2,false,to not know,Verb,"Sorry, I don't really know.",vocab_a1_0106
주다,juda,geben,A1,Verb,이거 친구 선물로 줄 거예요.,Das gebe ich einem Freund als Geschenk.,Alltag,a1_daily_3,3,false,to give,Verb,I'm going to give this to a friend as a present.,vocab_a1_0107
받다,batda,bekommen / empfangen,A1,Verb,선물을 받았어요.,Ich habe ein Geschenk bekommen.,Alltag,a1_daily_3,4,false,to receive / to get,Verb,I received a gift.,vocab_a1_0108
앉다,anda,sitzen,A1,Verb,의자에 앉아요.,Ich sitze auf dem Stuhl.,Alltag,a1_daily_3,5,false,to sit,Verb,I sit on the chair.,vocab_a1_0109
서다,seoda,stehen,A1,Verb,여기 잠깐 서 있어요.,Bleiben Sie hier kurz stehen.,Alltag,a1_daily_3,6,false,to stand,Verb,Please stand here for a moment.,vocab_a1_0110
열다,yeolda,öffnen,A1,Verb,문을 열어요.,Ich öffne die Tür.,Alltag,a1_daily_3,7,false,to open,Verb,I open the door.,vocab_a1_0111
닫다,datda,schließen,A1,Verb,창문을 닫아요.,Ich schließe das Fenster.,Alltag,a1_daily_3,8,true,to close,Verb,I close the window.,vocab_a1_0112
입다,ipda,anziehen / tragen (Kleidung),A1,Verb,옷을 입어요.,Ich ziehe mich an.,Alltag,a1_daily_3,9,true,to wear / to put on (clothes),Verb,I get dressed.,vocab_a1_0113
일하다,ilhada,arbeiten,A1,Verb,회사에서 일해요.,Ich arbeite in einer Firma.,Beruf,a1_misc_2,6,false,to work,Verb,I work at a company.,vocab_a1_0114
좋다,jota,gut / schön,A1,Adjektiv,날씨가 좋아요.,Das Wetter ist schön.,Beschreibung,a1_descriptions,1,false,good / nice,Adjective,The weather is nice.,vocab_a1_0115
크다,keuda,groß,A1,Adjektiv,집이 커요.,Das Haus ist groß.,Beschreibung,a1_descriptions,2,false,big,Adjective,The house is big.,vocab_a1_0116
작다,jakda,klein,A1,Adjektiv,방이 작아요.,Das Zimmer ist klein.,Beschreibung,a1_descriptions,3,false,small,Adjective,The room is small.,vocab_a1_0117
많다,manta,viel,A1,Adjektiv,오늘 카페에 사람이 정말 많아요.,Heute sind wirklich viele Leute im Café.,Menge,a1_numbers_1,1,false,many / much,Adjective,There are so many people at the cafe today.,vocab_a1_0118
비싸다,bissada,teuer,A1,Adjektiv,이 옷은 비싸요.,Diese Kleidung ist teuer.,Einkaufen,a1_misc_2,7,false,expensive,Adjective,These clothes are expensive.,vocab_a1_0119
싸다,ssada,billig / günstig,A1,Adjektiv,여기 진짜 싸요.,Hier ist es echt günstig.,Einkaufen,a1_misc_2,8,true,cheap,Adjective,This place is really cheap.,vocab_a1_0120
맛있다,masitda,lecker,A1,Adjektiv,이 음식은 맛있어요.,Dieses Essen ist lecker.,Essen & Trinken,a1_food_2,7,true,delicious,Adjective,This food is delicious.,vocab_a1_0121
귀엽다,gwiyeopda,niedlich / süß,A1,Adjektiv,강아지가 귀여워요.,Der Hund ist süß.,Beschreibung,a1_descriptions,4,false,cute,Adjective,The puppy is cute.,vocab_a1_0122
조용하다,joyonghada,leise / ruhig,A1,Adjektiv,도서관이 조용해요.,Die Bibliothek ist ruhig.,Beschreibung,a1_descriptions,5,false,quiet,Adjective,The library is quiet.,vocab_a1_0123
시끄럽다,sikkeureopda,laut,A1,Adjektiv,밖이 시끄러워요.,Draußen ist es laut.,Beschreibung,a1_descriptions,6,false,loud / noisy,Adjective,It's noisy outside.,vocab_a1_0124
어렵다,eoryeopda,schwierig / schwer,A1,Adjektiv,한국어가 어려워요.,Koreanisch ist schwierig.,Beschreibung,a1_descriptions,7,false,difficult / hard,Adjective,Korean is difficult.,vocab_a1_0125
쉽다,swipda,einfach / leicht,A1,Adjektiv,이 문제는 쉬워요.,Diese Aufgabe ist einfach.,Beschreibung,a1_descriptions,8,false,easy,Adjective,This task is easy.,vocab_a1_0126
배고프다,baegopuda,hungrig sein,A1,Adjektiv,"아, 진짜 배고파요.","Ah, ich habe echt Hunger.",Körper,a1_body,10,true,to be hungry,Adjective,"Ah, I'm really hungry.",vocab_a1_0127
길다,gilda,lang,A1,Adjektiv,머리가 길어요.,Meine Haare sind lang.,Beschreibung,a1_descriptions,9,false,long,Adjective,My hair is long.,vocab_a1_0128
짧다,jjalda,kurz,A1,Adjektiv,치마가 짧아요.,Der Rock ist kurz.,Beschreibung,a1_descriptions,10,false,short,Adjective,The skirt is short.,vocab_a1_0129
회사,hoesa,Firma / Unternehmen,A2,Nomen,요즘 회사 일이 좀 많아요.,Zurzeit habe ich ziemlich viel Arbeit in der Firma.,Beruf,a2_work,1,false,company / firm,Noun,I've got a lot of work at the company these days.,vocab_a2_0001
직업,jigeop,Beruf,A2,Nomen,직업이 어떻게 되세요?,Was sind Sie von Beruf?,Beruf,a2_work,2,false,occupation / job,Noun,What do you do for a living?,vocab_a2_0002
취미,chwimi,Hobby,A2,Nomen,저는 취미가 사진 찍는 거예요.,Mein Hobby ist Fotografieren.,Freizeit,a2_health_misc_1,1,false,hobby,Noun,My hobby is taking photos.,vocab_a2_0003
날씨,nalssi,Wetter,A2,Nomen,오늘 날씨 진짜 좋네요.,Das Wetter ist heute richtig schön.,Wetter,a2_weather,1,false,weather,Noun,The weather is really nice today.,vocab_a2_0004
계절,gyejeol,Jahreszeit,A2,Nomen,어떤 계절을 좋아해요?,Welche Jahreszeit magst du?,Wetter,a2_weather,2,false,season,Noun,Which season do you like?,vocab_a2_0005
봄,bom,Frühling,A2,Nomen,이제 봄이 왔네요.,Jetzt ist der Frühling da.,Wetter,a2_weather,3,false,spring,Noun,Spring is here now.,vocab_a2_0006
여름,yeoreum,Sommer,A2,Nomen,한국 여름은 진짜 더워요.,Der Sommer in Korea ist echt heiß.,Wetter,a2_weather,4,false,summer,Noun,Summer in Korea is really hot.,vocab_a2_0007
가을,gaeul,Herbst,A2,Nomen,가을 단풍이 정말 예뻐요.,Das Herbstlaub ist wirklich schön.,Wetter,a2_weather,5,false,autumn / fall,Noun,The autumn leaves are really beautiful.,vocab_a2_0008
겨울,gyeoul,Winter,A2,Nomen,한국 겨울은 좀 추워요.,Der Winter in Korea ist ziemlich kalt.,Wetter,a2_weather,6,false,winter,Noun,Winter in Korea is pretty cold.,vocab_a2_0009
병원,byeongwon,Krankenhaus,A2,Nomen,감기가 심해서 병원에 다녀왔어요.,"Meine Erkältung war schlimm, deshalb war ich im Krankenhaus.",Gesundheit,a2_health_misc_1,2,false,hospital,Noun,"My cold was bad, so I went to the hospital.",vocab_a2_0010
약,yak,Medizin / Medikament,A2,Nomen,감기약 좀 사러 왔어요.,"Ich bin hier, um Erkältungsmedizin zu kaufen.",Gesundheit,a2_health_misc_1,3,false,medicine / medication,Noun,I came to buy some cold medicine.,vocab_a2_0011
식당,sikdang,Restaurant,A2,Nomen,이 근처에 맛있는 식당 있어요?,Gibt es hier in der Nähe ein gutes Restaurant?,Essen & Trinken,a2_food_1,1,false,restaurant,Noun,Is there a good restaurant around here?,vocab_a2_0012
시장,sijang,Markt,A2,Nomen,주말에 시장에 다녀왔어요.,Am Wochenende war ich auf dem Markt.,Einkaufen,a2_shopping_1,1,false,market,Noun,I went to the market over the weekend.,vocab_a2_0013
은행,eunhaeng,Bank,A2,Nomen,은행이 몇 시까지 열어요?,Bis wie viel Uhr hat die Bank geöffnet?,Alltag,a2_daily_1,1,false,bank,Noun,How late is the bank open?,vocab_a2_0014
여행,yeohaeng,Reise,A2,Nomen,다음 달에 제주도로 여행 가요.,Nächsten Monat mache ich eine Reise nach Jeju.,Reise,a2_health_misc_1,4,false,trip / travel,Noun,Next month I'm going on a trip to Jeju.,vocab_a2_0015
